"행정구역","2025년06월_남_총인구수","2025년06월_남_연령구간인구수","2025년06월_남_0~9세","2025년06월_남_10~19세","2025년06월_남_20~29세","2025년06월_남_30~39세","2025년06월_남_40~49세","2025년06월_남_50~59세","2025년06월_남_60~69세","2025년06월_남_70~79세","2025년06월_남_80~89세","2025년06월_남_90~99세","2025년06월_남_100세 이상","2025년06월_여_총인구수","2025년06월_여_연령구간인구수","2025년06월_여_0~9세","2025년06월_여_10~19세","2025년06월_여_20~29세","2025년06월_여_30~39세","2025년06월_여_40~49세","2025년06월_여_50~59세","2025년06월_여_60~69세","2025년06월_여_70~79세","2025년06월_여_80~89세","2025년06월_여_90~99세","2025년06월_여_100세 이상"
"경상북도 구미시 해평면(4719034000)","1,905","1,905","25","54","95","113","175","382","542","346","144","29","0","1,690","1,690","15","67","66","58","83","254","414","340","336","57","0"
"경상북도 구미시 장천면(4719036000)","1,421","1,421","31","79","79","79","131","265","384","255","106","12","0","1,323","1,323","11","64","50","56","111","210","334","235","203","47","2"
"경상북도 구미시 송정동(4719051000)","11,296","11,296","576","1,038","1,449","1,678","1,689","1,992","1,811","836","211","16","0","11,930","11,930","580","1,082","1,308","1,475","1,745","2,285","2,094","936","365","59","1"
"경상북도 구미시 원평동(4719053500)","5,092","5,092","358","284","424","944","852","949","782","365","123","11","0","4,422","4,422","399","274","334","728","704","632","693","407","201","50","0"
"경상북도 구미시 도량동(4719055100)","12,778","12,778","742","1,445","1,426","1,425","1,829","2,436","2,350","858","244","23","0","13,654","13,654","704","1,451","1,128","1,219","2,131","3,006","2,418","1,022","497","77","1"
"경상북도 구미시 지산동(4719055500)","953","953","9","35","91","70","97","188","273","144","44","2","0","881","881","17","30","59","36","66","164","250","167","80","10","2"
"경상북도 구미시 선주원남동(4719056500)","18,401","18,401","1,103","2,495","2,492","2,147","2,920","3,430","2,715","854","211","33","1","17,851","17,851","979","2,263","2,092","1,771","3,216","3,598","2,525","928","393","83","3"
"경상북도 구미시 형곡1동(4719058200)","6,125","6,125","311","715","738","658","836","1,209","1,085","458","104","10","1","6,388","6,388","289","598","619","572","992","1,433","1,142","502","210","31","0"
"경상북도 구미시 형곡2동(4719058300)","7,421","7,421","251","754","1,039","892","918","1,546","1,425","484","103","9","0","7,469","7,469","229","591","821","677","1,019","1,831","1,494","522","244","40","1"
"경상북도 구미시 신평1동(4719059000)","2,627","2,627","107","117","653","516","312","381","332","162","43","4","0","1,952","1,952","91","100","265","297","219","354","333","180","91","22","0"
"경상북도 구미시 신평2동(4719060000)","1,521","1,521","103","102","171","269","219","283","235","99","36","4","0","1,344","1,344","99","90","131","201","162","232","233","108","77","10","1"
"경상북도 구미시 비산동(4719061000)","6,589","6,589","619","613","771","1,284","1,202","1,067","779","191","59","4","0","5,924","5,924","640","568","513","1,053","958","1,202","670","202","93","24","1"
"경상북도 구미시 광평동(4719063000)","2,182","2,182","84","172","320","342","376","383","336","120","48","1","0","1,792","1,792","79","145","201","193","267","384","289","154","67","12","1"
"경상북도 구미시 상모사곡동(4719064500)","15,630","15,630","979","1,701","2,369","2,264","2,550","3,289","1,891","448","127","12","0","14,021","14,021","907","1,643","1,594","1,692","2,581","3,232","1,516","542","265","48","1"
"경상북도 구미시 임오동(4719066000)","8,844","8,844","632","1,234","1,072","1,131","1,688","1,720","1,062","226","70","9","0","8,091","8,091","595","1,107","724","999","1,684","1,709","799","300","150","23","1"
"경상북도 구미시 인동동(4719067000)","24,337","24,337","1,420","2,922","3,416","4,192","4,766","4,131","2,477","753","240","20","0","21,729","21,729","1,282","2,607","2,384","3,228","4,446","3,764","2,426","990","509","87","6"
"경상북도 구미시 진미동(4719068000)","9,214","9,214","276","523","1,778","2,759","1,823","1,204","603","193","48","7","0","6,839","6,839","280","456","1,274","1,754","1,291","846","563","248","104","23","0"
"경상북도 구미시 양포동(4719069000)","24,967","24,967","2,219","3,740","3,976","3,790","5,307","3,753","1,592","433","142","15","0","22,157","22,157","2,194","3,394","2,339","3,381","5,041","3,364","1,474","574","331","59","6"
"경상북도 구미시 공단동(4719070000)","2,209","2,209","166","174","338","459","434","319","236","71","10","2","0","1,762","1,762","180","132","166","372","302","297","227","71","13","2","0"
"경상북도 영주시 (4721000000)","48,799","48,799","2,205","4,676","4,725","4,104","5,791","8,757","9,344","6,063","2,801","330","3","49,243","49,243","2,065","3,948","3,554","3,293","5,538","8,020","9,600","7,182","4,977","1,033","33"
"경상북도 영주시 풍기읍(4721025000)","5,234","5,234","163","622","520","318","475","855","1,168","735","335","43","0","5,042","5,042","157","303","333","274","435","731","1,172","887","635","108","7"
"경상북도 영주시 이산면(4721031000)","1,104","1,104","14","41","66","51","73","205","369","175","94","16","0","1,057","1,057","15","43","43","51","49","177","269","184","179","47","0"
"경상북도 영주시 평은면(4721032000)","710","710","8","18","37","24","51","131","192","153","81","15","0","667","667","5","25","17","18","26","91","161","155","133","35","1"
"경상북도 영주시 문수면(4721033000)","953","953","24","32","44","71","75","156","287","165","86","13","0","881","881","17","33","33","39","41","131","208","161","168","46","4"
"경상북도 영주시 장수면(4721034000)","1,019","1,019","23","37","63","60","87","168","276","190","103","12","0","976","976","16","32","35","48","42","124","233","204","178","61","3"
"경상북도 영주시 안정면(4721035000)","1,379","1,379","31","50","65","83","102","240","359","284","136","29","0","1,365","1,365","23","42","29","49","68","181","335","289","272","76","1"
"경상북도 영주시 봉현면(4721036000)","1,287","1,287","20","58","57","71","115","225","362","261","102","14","2","1,223","1,223","24","54","45","49","78","184","336","253","167","32","1"
"경상북도 영주시 순흥면(4721037000)","949","949","12","30","57","39","52","156","284","206","104","9","0","915","915","9","27","29","23","42","126","275","206","147","31","0"
"경상북도 영주시 단산면(4721038000)","831","831","6","23","46","37","49","141","267","179","78","5","0","854","854","8","18","20","31","25","113","214","200","170","55","0"
"경상북도 영주시 부석면(4721039000)","1,396","1,396","17","47","47","61","103","229","432","303","142","15","0","1,376","1,376","20","34","32","37","60","165","398","311","259","59","1"
"경상북도 영주시 상망동(4721051000)","3,468","3,468","145","372","353","248","422","719","608","400","184","17","0","3,516","3,516","160","334","250","196","442","685","610","458","318","59","4"
"경상북도 영주시 하망동(4721052500)","2,784","2,784","126","389","242","190","331","538","460","332","156","19","1","2,959","2,959","102","298","194","170","353","493","541","461","294","53","0"
"경상북도 영주시 영주1동(4721055000)","1,704","1,704","55","113","135","138","177","316","362","249","142","17","0","1,763","1,763","48","95","105","92","167","257","379","369","226","24","1"
"경상북도 영주시 영주2동(4721056000)","2,108","2,108","70","154","155","133","220","382","439","355","178","22","0","2,352","2,352","47","118","114","129","221","368","560","451","291","52","1"
"경상북도 영주시 휴천1동(4721059000)","3,002","3,002","148","413","355","245","348","616","446","289","131","11","0","3,083","3,083","157","403","228","195","427","581","448","398","204","41","1"
"경상북도 영주시 휴천2동(4721060000)","4,765","4,765","167","417","613","429","557","815","852","583","304","28","0","4,930","4,930","172","388","508","300","493","792","1,007","750","449","69","2"
"경상북도 영주시 휴천3동(4721061000)","3,468","3,468","125","296","362","341","403","650","657","442","177","15","0","3,601","3,601","147","231","272","235","390","714","769","509","269","62","3"
"경상북도 영주시 가흥1동(4721062000)","7,689","7,689","671","1,029","966","991","1,377","1,321","840","369","112","13","0","7,528","7,528","619","935","821","829","1,413","1,213","900","465","285","48","0"
"경상북도 영주시 가흥2동(4721063000)","4,949","4,949","380","535","542","574","774","894","684","393","156","17","0","5,155","5,155","319","535","446","528","766","894","785","471","333","75","3"
"경상북도 영천시 (4723000000)","49,615","49,615","2,238","3,203","4,247","4,387","5,846","9,166","10,839","6,711","2,690","286","2","47,182","47,182","2,106","2,888","2,804","3,593","4,641","7,727","9,928","7,304","5,203","975","13"
"경상북도 영천시 금호읍(4723025000)","5,390","5,390","142","245","365","380","568","1,083","1,398","811","367","31","0","4,763","4,763","156","149","221","293","376","804","1,150","855","659","99","1"
"경상북도 영천시 청통면(4723031000)","2,037","2,037","58","52","117","123","193","366","582","388","142","15","1","1,807","1,807","33","49","72","86","95","250","474","391","285","71","1"
"경상북도 영천시 신녕면(4723032000)","1,750","1,750","35","97","81","92","143","298","492","337","161","14","0","1,794","1,794","28","123","53","79","93","222","432","379","310","74","1"
"경상북도 영천시 화산면(4723033000)","1,562","1,562","33","36","74","81","112","291","473","312","132","18","0","1,391","1,391","18","33","24","55","73","183","331","306","307","61","0"
"경상북도 영천시 화북면(4723034000)","1,106","1,106","16","53","35","43","60","203","366","240","77","13","0","1,081","1,081","16","38","16","30","51","161","331","217","168","52","1"
"경상북도 영천시 화남면(4723035000)","1,677","1,677","38","74","74","83","125","286","512","351","118","15","1","1,464","1,464","32","25","36","73","64","213","411","321","249","40","0"
"경상북도 영천시 자양면(4723036000)","673","673","9","25","25","31","37","115","258","118","46","9","0","603","603","5","19","18","15","27","92","181","108","114","24","0"
"경상북도 영천시 임고면(4723037000)","2,097","2,097","47","73","99","112","165","383","543","439","212","24","0","1,951","1,951","46","51","54","69","102","275","474","478","341","60","1"
"경상북도 영천시 고경면(4723038000)","3,072","3,072","100","115","471","216","278","458","708","491","212","23","0","2,529","2,529","88","102","181","149","188","293","586","485","374","83","0"
"경상북도 영천시 북안면(4723039000)","2,252","2,252","24","55","107","114","194","421","633","457","220","27","0","1,965","1,965","25","33","70","74","96","269","512","435","383","67","1"
"경상북도 영천시 대창면(4723040000)","1,570","1,570","29","44","64","82","153","304","446","331","106","11","0","1,372","1,372","37","44","48","77","63","183","373","299","209","39","0"
"경상북도 영천시 동부동(4723051000)","12,917","12,917","851","1,288","1,400","1,511","1,955","2,495","2,053","1,010","323","31","0","13,323","13,323","814","1,183","1,067","1,281","1,854","2,537","2,355","1,373","731","125","3"
"경상북도 영천시 중앙동(4723052000)","4,453","4,453","276","442","517","486","616","785","728","421","166","16","0","4,334","4,334","256","402","351","408","572","750","752","489","304","50","0"
"경상북도 영천시 서부동(4723053500)","2,207","2,207","56","102","203","175","242","434","501","347","137","10","0","2,111","2,111","41","122","154","136","155","350","462","359","281","49","2"
"경상북도 영천시 완산동(4723054000)","4,790","4,790","438","402","452","679","716","835","688","400","166","14","0","5,012","5,012","423","432","367","638","687","871","768","516","271","38","1"
"경상북도 영천시 남부동(4723055500)","2,062","2,062","86","100","163","179","289","409","458","258","105","15","0","1,682","1,682","88","83","72","130","145","274","336","293","217","43","1"
"경상북도 상주시 (4725000000)","45,024","45,024","1,894","3,764","3,502","3,376","4,965","7,954","10,096","6,245","2,860","366","2","45,972","45,972","1,791","3,252","2,560","2,770","4,415","6,904","9,684","7,245","5,921","1,387","43"
"경상북도 상주시 함창읍(4725025000)","2,926","2,926","86","243","155","184","340","512","703","466","206","31","0","3,091","3,091","90","250","130","163","270","378","653","566","488","101","2"
"경상북도 상주시 중동면(4725031000)","644","644","14","31","19","30","54","114","185","134","56","7","0","642","642","8","22","15","17","27","79","141","165","141","27","0"
"경상북도 상주시 사벌국면(4725032500)","1,819","1,819","35","77","113","117","165","307","503","319","164","19","0","1,793","1,793","34","59","50","69","112","195","415","355","404","99","1"
"경상북도 상주시 낙동면(4725033000)","1,371","1,371","28","66","63","77","91","226","411","246","148","15","0","1,416","1,416","23","69","39","43","67","171","324","272","305","98","5"
"경상북도 상주시 낙동면동부출장소(4725033500)","441","441","4","11","22","20","32","87","148","68","44","5","0","459","459","11","13","13","13","21","58","119","84","104","21","2"
"경상북도 상주시 청리면(4725034000)","1,135","1,135","27","54","40","48","88","220","299","232","109","18","0","1,243","1,243","18","46","29","50","59","147","316","250","262","64","2"
"경상북도 상주시 공성면(4725035000)","1,902","1,902","30","179","66","86","172","296","487","393","171","22","0","1,882","1,882","21","136","33","55","106","221","489","393","362","64","2"
"경상북도 상주시 외남면(4725036000)","760","760","10","30","30","32","59","145","224","135","80","15","0","731","731","13","21","20","18","32","83","190","147","154","51","2"
"경상북도 상주시 내서면(4725037000)","915","915","12","27","29","36","66","148","310","188","89","9","1","845","845","13","25","13","26","38","108","264","165","158","35","0"
"경상북도 상주시 모동면(4725038000)","1,268","1,268","23","115","50","69","99","211","370","229","92","10","0","1,201","1,201","27","78","32","50","90","173","343","220","158","30","0"
"경상북도 상주시 모서면(4725039000)","813","813","13","33","50","43","69","160","234","146","55","9","1","784","784","16","20","21","14","56","104","217","154","140","41","1"
"경상북도 상주시 모서면서부출장소(4725039500)","343","343","10","15","13","15","24","61","121","51","30","3","0","360","360","5","13","8","15","22","51","111","50","69","16","0"
"경상북도 상주시 화동면(4725040000)","929","929","22","48","37","48","79","154","292","171","72","6","0","898","898","19","42","31","40","59","121","238","169","145","32","2"
"경상북도 상주시 화서면(4725041000)","1,351","1,351","79","88","57","74","130","238","356","210","110","9","0","1,379","1,379","77","68","50","68","103","207","329","228","212","37","0"
"경상북도 상주시 화북면(4725042000)","568","568","8","27","17","23","44","123","170","95","52","9","0","549","549","10","27","23","13","34","97","152","91","82","19","1"
"경상북도 상주시 화북면서부출장소(4725042600)","167","167","0","1","6","9","8","22","76","30","14","1","0","143","143","2","1","3","1","6","20","46","25","29","10","0"
"경상북도 상주시 외서면(4725043000)","1,186","1,186","18","64","47","65","84","224","349","218","103","14","0","1,287","1,287","26","56","36","40","86","190","299","281","212","58","3"
"경상북도 상주시 은척면(4725044000)","526","526","7","24","12","16","33","78","168","111","64","13","0","565","565","12","16","12","11","16","55","147","134","130","31","1"
"경상북도 상주시 은척면북부출장소(4725044500)","184","184","2","5","9","6","12","34","51","37","22","6","0","167","167","5","3","1","3","3","29","33","31","54","5","0"
"경상북도 상주시 공검면(4725045000)","965","965","16","29","47","62","81","151","254","212","95","18","0","1,008","1,008","15","37","28","24","45","115","227","242","204","70","1"
"경상북도 상주시 이안면(4725046000)","954","954","26","47","45","36","77","165","252","178","115","13","0","973","973","14","42","27","29","56","111","200","209","231","51","3"
"경상북도 상주시 화남면(4725047000)","386","386","12","15","16","12","30","63","134","75","28","1","0","392","392","16","16","13","18","16","55","85","73","76","22","2"
"경상북도 상주시 남원동(4725052000)","5,417","5,417","293","717","517","516","713","950","918","559","206","28","0","5,520","5,520","276","487","405","450","725","943","1,041","721","392","79","1"
"경상북도 상주시 북문동(4725053000)","4,590","4,590","294","447","491","487","688","831","773","418","143","18","0","4,544","4,544","288","406","362","407","636","783","839","487","274","61","1"
"경상북도 상주시 계림동(4725054000)","4,222","4,222","358","468","362","491","602","752","663","343","164","19","0","4,561","4,561","314","438","326","454","608","786","714","500","343","73","5"
"경상북도 상주시 동문동(4725055000)","3,540","3,540","201","297","336","305","438","712","655","381","199","16","0","3,761","3,761","177","324","265","284","453","643","706","510","322","75","2"
