"행정구역","2025년06월_남_총인구수","2025년06월_남_연령구간인구수","2025년06월_남_0~9세","2025년06월_남_10~19세","2025년06월_남_20~29세","2025년06월_남_30~39세","2025년06월_남_40~49세","2025년06월_남_50~59세","2025년06월_남_60~69세","2025년06월_남_70~79세","2025년06월_남_80~89세","2025년06월_남_90~99세","2025년06월_남_100세 이상","2025년06월_여_총인구수","2025년06월_여_연령구간인구수","2025년06월_여_0~9세","2025년06월_여_10~19세","2025년06월_여_20~29세","2025년06월_여_30~39세","2025년06월_여_40~49세","2025년06월_여_50~59세","2025년06월_여_60~69세","2025년06월_여_70~79세","2025년06월_여_80~89세","2025년06월_여_90~99세","2025년06월_여_100세 이상"
"서울특별시 동작구 노량진제2동(1159052000)","4,217","4,217","59","122","788","968","527","588","624","374","149","18","0","3,745","3,745","63","118","777","661","348","477","632","421","218","28","2"
"서울특별시 동작구 상도제1동(1159053000)","21,357","21,357","944","1,577","5,363","2,955","2,540","3,130","2,560","1,507","701","80","0","22,741","22,741","898","1,574","5,069","2,799","2,769","3,435","3,021","1,967","1,021","182","6"
"서울특별시 동작구 상도제2동(1159054000)","12,827","12,827","934","1,099","1,693","2,015","2,149","2,000","1,541","923","429","40","4","14,216","14,216","937","964","2,081","2,244","2,188","2,120","1,837","1,126","592","124","3"
"서울특별시 동작구 상도제3동(1159055000)","11,114","11,114","324","711","1,663","2,035","1,505","1,804","1,618","953","472","29","0","12,378","12,378","368","606","2,136","1,908","1,483","1,926","1,910","1,282","670","85","4"
"서울특별시 동작구 상도제4동(1159056000)","14,072","14,072","649","896","1,980","2,570","2,108","2,194","2,001","1,131","502","40","1","14,984","14,984","591","855","2,175","2,372","1,951","2,417","2,264","1,522","730","104","3"
"서울특별시 동작구 흑석동(1159060500)","14,391","14,391","1,052","1,135","2,124","1,951","2,272","2,384","1,909","1,012","489","60","3","15,583","15,583","1,062","1,134","2,146","2,147","2,262","2,572","2,041","1,289","764","166","0"
"서울특별시 동작구 사당제1동(1159062000)","10,683","10,683","262","409","2,145","2,620","1,422","1,308","1,293","837","364","22","1","11,585","11,585","248","375","2,724","2,366","1,308","1,408","1,579","1,116","403","55","3"
"서울특별시 동작구 사당제2동(1159063000)","13,309","13,309","749","965","1,628","2,135","1,961","2,152","1,866","1,191","603","56","3","14,568","14,568","741","776","1,726","2,244","2,035","2,357","2,181","1,654","722","128","4"
"서울특별시 동작구 사당제3동(1159064000)","11,268","11,268","778","790","1,287","1,782","1,736","1,680","1,627","1,078","467","43","0","12,077","12,077","755","730","1,460","1,901","1,717","1,774","1,829","1,295","535","81","0"
"서울특별시 동작구 사당제4동(1159065000)","6,532","6,532","260","324","1,018","1,244","913","972","925","585","265","26","0","7,162","7,162","227","321","1,196","1,162","859","1,048","1,121","810","371","45","2"
"서울특별시 동작구 사당제5동(1159065100)","6,689","6,689","398","469","845","1,267","1,053","1,025","885","504","220","22","1","7,339","7,339","386","432","1,008","1,335","1,002","1,069","1,043","718","286","57","3"
"서울특별시 동작구 대방동(1159066000)","15,976","15,976","686","1,628","2,471","2,452","2,446","2,733","1,893","1,113","486","65","3","18,059","18,059","660","1,764","3,086","2,475","2,672","2,842","2,120","1,524","765","148","3"
"서울특별시 동작구 신대방제1동(1159067000)","10,985","10,985","565","1,006","1,517","1,602","1,606","1,864","1,516","876","400","33","0","11,952","11,952","563","1,070","1,738","1,592","1,698","1,936","1,689","1,056","519","89","2"
"서울특별시 동작구 신대방제2동(1159068000)","10,538","10,538","664","847","1,619","1,988","1,531","1,616","1,154","700","386","31","2","11,559","11,559","611","874","1,995","1,978","1,650","1,634","1,312","940","476","85","4"
"서울특별시 관악구 (1162000000)","241,080","241,080","7,375","12,172","49,642","51,797","31,495","33,453","28,747","17,807","7,941","645","6","238,240","238,240","7,002","11,976","53,784","40,780","26,922","31,597","31,543","22,363","10,719","1,513","41"
"서울특별시 관악구 보라매동(1162052500)","11,313","11,313","386","618","1,889","2,300","1,554","1,589","1,533","971","443","30","0","11,844","11,844","335","600","2,186","1,874","1,393","1,637","1,816","1,269","622","109","3"
"서울특별시 관악구 청림동(1162054500)","6,873","6,873","460","515","760","1,172","1,068","1,092","933","575","263","34","1","7,541","7,541","485","482","789","1,175","1,068","1,185","1,112","724","446","73","2"
"서울특별시 관악구 성현동(1162056500)","14,296","14,296","841","1,344","1,834","1,996","2,187","2,515","1,834","1,165","544","36","0","15,347","15,347","797","1,300","1,772","1,974","2,254","2,522","2,234","1,587","802","102","3"
"서울특별시 관악구 행운동(1162057500)","13,849","13,849","351","602","3,146","3,388","1,699","1,703","1,528","978","422","32","0","14,816","14,816","388","616","4,045","2,983","1,561","1,670","1,640","1,261","571","78","3"
"서울특별시 관악구 낙성대동(1162058500)","8,807","8,807","234","387","2,746","2,325","935","877","687","400","202","14","0","8,665","8,665","218","386","2,984","1,881","804","811","692","530","316","42","1"
"서울특별시 관악구 청룡동(1162059500)","17,300","17,300","479","686","5,099","4,110","1,850","1,953","1,585","1,043","449","45","1","18,723","18,723","425","764","6,534","3,585","1,743","1,947","1,734","1,323","582","83","3"
"서울특별시 관악구 은천동(1162060500)","15,489","15,489","709","1,189","2,307","2,724","2,186","2,409","2,015","1,315","585","50","0","16,156","16,156","618","1,151","2,584","2,443","2,164","2,336","2,300","1,674","783","100","3"
"서울특별시 관악구 중앙동(1162061500)","7,225","7,225","139","266","1,846","1,765","833","803","782","508","264","19","0","7,982","7,982","136","268","2,626","1,587","719","794","831","641","335","45","0"
"서울특별시 관악구 인헌동(1162062500)","12,140","12,140","354","603","2,628","2,642","1,577","1,601","1,392","902","408","32","1","12,903","12,903","318","598","3,023","2,406","1,437","1,761","1,589","1,162","556","52","1"
"서울특별시 관악구 남현동(1162063000)","8,382","8,382","326","360","1,560","2,007","1,073","1,085","1,016","637","288","30","0","8,962","8,962","308","349","1,905","1,769","967","1,220","1,241","803","343","56","1"
"서울특별시 관악구 서원동(1162064500)","12,090","12,090","212","372","3,065","3,355","1,498","1,323","1,156","738","352","19","0","10,936","10,936","218","353","3,093","2,089","1,117","1,321","1,338","899","449","57","2"
"서울특별시 관악구 신원동(1162065500)","8,963","8,963","157","315","1,957","2,181","1,087","1,210","1,041","658","329","28","0","8,471","8,471","149","341","1,913","1,440","902","1,088","1,165","915","497","59","2"
"서울특별시 관악구 서림동(1162066500)","12,928","12,928","256","456","3,065","3,060","1,806","1,685","1,388","828","359","25","0","10,421","10,421","253","470","2,434","1,862","1,173","1,333","1,380","975","465","73","3"
"서울특별시 관악구 신사동(1162068500)","11,022","11,022","226","465","2,640","2,513","1,268","1,462","1,273","760","383","32","0","11,092","11,092","186","426","3,199","1,919","1,084","1,446","1,344","976","447","62","3"
"서울특별시 관악구 신림동(1162069500)","12,470","12,470","104","183","4,100","4,130","1,473","1,077","766","415","210","11","1","10,554","10,554","105","226","4,378","2,640","985","729","701","528","228","34","0"
"서울특별시 관악구 난향동(1162071500)","7,087","7,087","355","694","777","785","1,122","1,418","1,042","635","243","16","0","7,425","7,425","375","651","730","767","1,187","1,343","1,152","798","363","58","1"
"서울특별시 관악구 조원동(1162072500)","9,725","9,725","349","369","1,858","2,415","1,289","1,213","1,193","716","292","31","0","9,923","9,923","336","378","2,424","2,160","1,069","1,114","1,239","795","353","52","3"
"서울특별시 관악구 대학동(1162073500)","15,197","15,197","253","461","3,998","3,572","2,202","2,201","1,445","719","315","31","0","9,573","9,573","216","442","2,622","1,680","1,034","1,166","1,148","782","424","57","2"
"서울특별시 관악구 삼성동(1162074500)","9,764","9,764","307","565","954","1,236","1,245","1,834","1,859","1,196","513","54","1","9,951","9,951","250","521","933","993","1,079","1,719","2,095","1,477","753","130","1"
"서울특별시 관악구 미성동(1162076500)","13,972","13,972","549","966","1,882","2,183","1,920","2,285","2,197","1,389","568","32","1","14,657","14,657","516","964","2,030","1,955","1,814","2,381","2,521","1,708","676","90","2"
"서울특별시 관악구 난곡동(1162077500)","12,188","12,188","328","756","1,531","1,938","1,623","2,118","2,082","1,259","509","44","0","12,298","12,298","370","690","1,580","1,598","1,368","2,074","2,271","1,536","708","101","2"
"서울특별시 서초구 (1165000000)","193,609","193,609","13,396","22,605","22,783","26,404","32,307","32,975","22,350","14,122","6,010","642","15","213,898","213,898","12,636","22,167","25,448","30,444","37,940","33,893","25,582","17,247","7,115","1,375","51"
"서울특별시 서초구 서초1동(1165051000)","9,688","9,688","542","934","1,290","1,548","1,551","1,618","1,110","756","296","39","4","10,515","10,515","452","866","1,374","1,741","1,847","1,687","1,276","842","352","76","2"
"서울특별시 서초구 서초2동(1165052000)","11,617","11,617","953","1,221","1,359","2,161","2,125","1,724","1,026","699","313","35","1","13,177","13,177","945","1,165","1,871","2,643","2,456","1,682","1,200","842","311","59","3"
"서울특별시 서초구 서초3동(1165053000)","15,098","15,098","687","1,463","2,228","2,491","2,139","2,547","1,803","1,160","518","59","3","16,865","16,865","702","1,139","2,850","2,941","2,520","2,659","2,014","1,328","592","114","6"
"서울특별시 서초구 서초4동(1165053100)","14,658","14,658","1,149","2,197","1,648","1,323","2,594","2,673","1,559","978","490","47","0","15,467","15,467","1,075","1,976","1,706","1,707","3,082","2,625","1,607","1,114","496","77","2"
"서울특별시 서초구 잠원동(1165054000)","12,977","12,977","902","1,717","1,604","1,552","2,150","2,495","1,467","755","295","39","1","13,891","13,891","841","1,606","1,573","1,806","2,594","2,474","1,584","927","388","94","4"
"서울특별시 서초구 반포본동(1165055000)","97","97","9","7","11","8","13","22","17","9","1","0","0","122","122","9","17","13","12","23","20","13","11","4","0","0"
"서울특별시 서초구 반포1동(1165056000)","16,377","16,377","1,396","2,127","1,745","2,245","3,417","2,670","1,441","938","368","29","1","17,190","17,190","1,304","2,089","1,981","2,482","3,755","2,282","1,617","1,144","437","96","3"
"서울특별시 서초구 반포2동(1165057000)","12,642","12,642","1,279","2,076","1,177","1,072","2,340","2,330","1,181","782","372","33","0","14,001","14,001","1,226","2,117","1,374","1,437","2,875","2,166","1,334","1,000","409","59","4"
"서울특별시 서초구 반포3동(1165058000)","11,403","11,403","915","1,631","1,301","1,174","1,844","2,285","1,208","706","304","35","0","12,509","12,509","852","1,608","1,322","1,407","2,361","2,296","1,285","881","428","66","3"
"서울특별시 서초구 반포4동(1165058100)","8,583","8,583","731","1,059","935","973","1,459","1,445","1,014","678","253","35","1","9,838","9,838","678","1,030","993","1,296","1,798","1,630","1,202","816","316","78","1"
"서울특별시 서초구 방배본동(1165059000)","9,187","9,187","544","1,183","1,086","983","1,480","1,714","1,154","676","316","51","0","10,789","10,789","515","1,414","1,294","1,245","1,896","1,832","1,287","787","441","73","5"
"서울특별시 서초구 방배1동(1165060000)","7,616","7,616","433","651","995","1,217","1,189","1,171","934","662","323","41","0","8,786","8,786","417","662","1,076","1,437","1,432","1,354","1,139","855","354","59","1"
"서울특별시 서초구 방배2동(1165061000)","8,193","8,193","425","730","1,025","1,233","1,204","1,292","1,162","766","325","30","1","9,425","9,425","403","736","1,140","1,371","1,338","1,516","1,466","983","395","74","3"
"서울특별시 서초구 방배3동(1165062000)","7,457","7,457","521","829","834","837","1,125","1,239","1,075","700","273","24","0","8,208","8,208","475","847","875","994","1,352","1,349","1,200","768","276","69","3"
"서울특별시 서초구 방배4동(1165062100)","10,236","10,236","567","1,132","1,183","1,457","1,653","1,861","1,203","737","402","41","0","12,409","12,409","571","1,464","1,519","1,717","2,232","1,989","1,360","990","479","87","1"
"서울특별시 서초구 양재1동(1165065100)","19,330","19,330","1,225","2,071","2,161","2,908","3,022","3,100","2,565","1,623","589","65","1","21,523","21,523","1,187","1,989","2,264","3,054","3,365","3,361","3,221","2,127","770","181","4"
"서울특별시 서초구 양재2동(1165065200)","10,386","10,386","484","701","1,469","2,201","1,624","1,633","1,308","692","258","15","1","10,493","10,493","396","653","1,497","1,969","1,576","1,716","1,433","887","325","37","4"
"서울특별시 서초구 내곡동(1165066000)","8,064","8,064","634","876","732","1,021","1,378","1,156","1,123","805","314","24","1","8,690","8,690","588","789","726","1,185","1,438","1,255","1,344","945","342","76","2"
"서울특별시 강남구 (1168000000)","266,021","266,021","16,660","33,219","30,483","38,110","45,798","44,216","29,721","19,319","7,726","749","20","290,544","290,544","15,811","30,464","34,313","42,985","54,414","44,171","33,867","23,509","9,063","1,880","67"
"서울특별시 강남구 신사동(1168051000)","7,110","7,110","422","697","852","876","1,091","1,269","838","634","376","54","1","8,079","8,079","390","744","939","1,081","1,300","1,365","942","815","416","84","3"
"서울특별시 강남구 논현1동(1168052100)","9,824","9,824","237","406","1,537","2,677","1,644","1,390","989","616","295","31","2","10,858","10,858","265","410","1,947","2,567","1,903","1,407","1,115","822","351","67","4"
"서울특별시 강남구 논현2동(1168053100)","9,360","9,360","401","621","1,275","1,889","1,664","1,496","1,020","641","324","28","1","10,759","10,759","387","566","1,613","2,206","1,879","1,634","1,128","883","385","74","4"
"서울특별시 강남구 압구정동(1168054500)","11,863","11,863","855","1,305","1,268","1,242","1,875","2,065","1,458","1,100","612","80","3","13,650","13,650","860","1,375","1,380","1,571","2,268","2,235","1,722","1,433","676","125","5"
"서울특별시 강남구 청담동(1168056500)","11,113","11,113","809","1,145","1,327","1,458","1,939","1,835","1,371","810","381","36","2","12,778","12,778","707","1,028","1,586","1,989","2,339","2,043","1,586","1,013","400","85","2"
"서울특별시 강남구 삼성1동(1168058000)","6,169","6,169","326","639","800","872","879","995","837","570","235","16","0","6,530","6,530","322","516","720","910","1,067","1,109","930","654","259","43","0"
"서울특별시 강남구 삼성2동(1168059000)","14,451","14,451","928","1,907","1,779","2,060","2,544","2,649","1,269","828","457","30","0","15,813","15,813","817","1,550","1,966","2,566","3,277","2,594","1,386","1,104","470","78","5"
"서울특별시 강남구 대치1동(1168060000)","11,954","11,954","763","3,026","1,153","521","2,244","2,285","1,039","667","232","24","0","11,866","11,866","736","2,366","1,007","734","3,064","1,924","1,061","701","221","51","1"
"서울특별시 강남구 대치2동(1168061000)","19,373","19,373","1,144","4,188","1,947","1,539","3,262","3,429","2,003","1,393","427","41","0","18,754","18,754","1,030","2,752","1,668","1,699","4,267","3,158","2,253","1,449","382","91","5"
"서울특별시 강남구 대치4동(1168063000)","8,670","8,670","272","1,107","1,354","1,562","1,331","1,636","747","409","234","18","0","9,456","9,456","246","936","1,405","1,561","1,857","1,704","867","595","243","41","1"
"서울특별시 강남구 역삼1동(1168064000)","16,746","16,746","376","622","2,645","4,932","3,116","2,367","1,502","778","382","25","1","17,462","17,462","392","622","3,673","4,810","3,006","2,023","1,497","964","397","76","2"
"서울특별시 강남구 역삼2동(1168065000)","16,788","16,788","895","2,692","1,854","2,016","3,528","3,337","1,236","808","391","31","0","19,350","19,350","1,016","3,132","2,463","2,444","4,477","2,915","1,310","1,108","426","59","0"
"서울특별시 강남구 도곡1동(1168065500)","9,766","9,766","674","1,105","1,147","1,325","1,697","1,635","1,163","743","250","27","0","10,916","10,916","707","1,367","1,241","1,463","2,032","1,610","1,350","787","305","53","1"
"서울특별시 강남구 도곡2동(1168065600)","14,864","14,864","1,103","2,091","1,448","1,267","2,597","2,761","1,726","1,252","557","61","1","17,331","17,331","1,188","2,533","1,863","1,742","3,326","2,750","1,879","1,383","539","125","3"
"서울특별시 강남구 개포1동(1168066000)","12,864","12,864","1,213","1,733","1,173","1,387","2,329","2,116","1,623","977","291","22","0","13,913","13,913","1,151","1,810","1,223","1,725","2,718","2,058","1,778","1,089","293","63","5"
"서울특별시 강남구 개포2동(1168067000)","20,444","20,444","1,905","2,669","2,144","2,825","3,506","3,352","2,279","1,373","374","15","2","21,757","21,757","1,709","2,611","2,161","3,332","4,131","3,393","2,494","1,456","372","98","0"
"서울특별시 강남구 개포3동(1168067500)","8,022","8,022","542","1,090","784","1,165","1,366","1,133","944","750","227","19","2","8,596","8,596","437","582","705","1,270","1,550","1,160","1,296","1,129","387","76","4"
"서울특별시 강남구 개포4동(1168069000)","11,073","11,073","724","1,025","1,321","1,722","1,818","1,855","1,479","825","279","25","0","11,924","11,924","704","1,093","1,342","1,811","1,909","2,053","1,704","926","312","68","2"
"서울특별시 강남구 세곡동(1168070000)","21,542","21,542","1,660","2,487","2,288","3,532","3,722","3,123","2,472","1,584","597","74","3","24,560","24,560","1,568","2,531","2,983","4,132","4,057","3,261","3,000","1,844","958","218","8"
"서울특별시 강남구 일원본동(1168072000)","11,117","11,117","896","1,941","1,071","1,194","1,932","1,702","1,318","825","205","32","1","11,354","11,354","707","1,304","997","1,344","2,334","1,820","1,604","855","281","105","3"
"서울특별시 강남구 일원1동(1168073000)","6,805","6,805","276","494","832","1,124","957","992","1,110","737","259","24","0","7,384","7,384","242","403","932","1,091","931","1,023","1,322","964","396","77","3"
"서울특별시 강남구 수서동(1168075000)","6,103","6,103","239","229","484","925","757","794","1,298","999","341","36","1","7,454","7,454","230","233","499","937","722","932","1,643","1,535","594","123","6"
"서울특별시 송파구 (1171000000)","309,664","309,664","20,584","28,610","36,892","50,868","49,967","48,009","41,271","24,428","8,226","786","23","336,927","336,927","19,495","27,984","41,984","55,313","53,834","51,155","47,045","27,265","10,535","2,246","71"
"서울특별시 송파구 풍납1동(1171051000)","5,393","5,393","235","336","576","813","725","895","993","587","214","18","1","5,659","5,659","223","280","560","750","704","923","1,147","696","338","37","1"
"서울특별시 송파구 풍납2동(1171052000)","10,848","10,848","696","877","1,321","1,769","1,695","1,657","1,529","949","330","24","1","12,074","12,074","664","870","1,695","1,907","1,806","1,824","1,723","1,055","424","102","4"
"서울특별시 송파구 거여1동(1171053100)","5,806","5,806","224","380","704","851","751","1,056","1,020","577","226","17","0","5,931","5,931","199","372","718","770","722","1,081","1,038","673","304","54","0"
"서울특별시 송파구 거여2동(1171053200)","11,232","11,232","790","876","1,173","1,685","1,713","1,921","1,686","1,007","347","34","0","12,024","12,024","806","802","1,148","1,795","1,670","2,047","1,904","1,210","525","112","5"
"서울특별시 송파구 마천1동(1171054000)","7,821","7,821","274","588","843","937","961","1,506","1,504","847","341","20","0","7,448","7,448","251","536","737","774","856","1,326","1,469","927","493","77","2"
"서울특별시 송파구 마천2동(1171055000)","8,708","8,708","249","499","975","1,102","1,113","1,614","1,775","959","397","25","0","8,409","8,409","229","466","822","813","973","1,554","1,792","1,113","536","107","4"
"서울특별시 송파구 방이1동(1171056100)","7,122","7,122","402","690","932","1,088","1,073","1,153","1,002","565","196","21","0","7,793","7,793","412","750","946","1,095","1,259","1,284","1,147","604","235","57","4"
"서울특별시 송파구 방이2동(1171056200)","11,807","11,807","432","562","1,850","3,128","1,768","1,537","1,351","831","320","27","1","14,398","14,398","374","481","2,988","3,749","1,882","1,788","1,676","1,017","365","77","1"
"서울특별시 송파구 오륜동(1171056600)","8,574","8,574","623","1,282","928","755","1,343","1,352","1,222","832","207","30","0","8,867","8,867","540","1,101","788","910","1,650","1,424","1,366","806","214","67","1"
"서울특별시 송파구 오금동(1171057000)","18,249","18,249","1,079","1,585","2,261","2,628","2,559","3,023","2,899","1,671","481","62","1","19,596","19,596","1,001","1,454","2,158","2,671","2,727","3,508","3,373","1,762","729","210","3"
"서울특별시 송파구 송파1동(1171058000)","10,617","10,617","417","501","1,592","2,723","1,496","1,361","1,372","810","314","30","1","12,356","12,356","406","575","2,168","2,838","1,666","1,687","1,626","968","349","73","0"
"서울특별시 송파구 송파2동(1171059000)","9,194","9,194","629","894","1,060","1,382","1,497","1,392","1,327","773","218","21","1","9,967","9,967","603","947","1,154","1,500","1,600","1,543","1,522","758","274","66","0"
"서울특별시 송파구 석촌동(1171060000)","14,255","14,255","523","732","2,057","3,403","2,179","2,042","1,836","1,051","402","30","0","15,947","15,947","501","745","2,645","3,594","2,193","2,236","2,185","1,284","488","75","1"
"서울특별시 송파구 삼전동(1171061000)","13,303","13,303","482","869","1,923","3,113","2,084","1,992","1,583","915","323","19","0","15,126","15,126","437","771","2,463","3,351","2,301","2,091","2,022","1,159","442","82","7"
"서울특별시 송파구 가락본동(1171062000)","12,135","12,135","612","753","1,620","2,332","1,744","1,901","1,898","921","319","32","3","12,425","12,425","611","747","1,623","2,194","1,663","2,109","2,039","970","385","81","3"
"서울특별시 송파구 가락1동(1171063100)","13,011","13,011","1,485","1,460","1,076","1,952","2,484","1,679","1,618","1,011","232","13","1","13,963","13,963","1,351","1,468","1,140","2,343","2,623","1,811","1,878","1,030","273","44","2"
"서울특별시 송파구 가락2동(1171063200)","14,862","14,862","990","1,582","1,867","2,263","2,338","2,404","1,989","1,050","342","36","1","15,589","15,589","886","1,487","1,896","2,292","2,505","2,597","2,288","1,112","424","99","3"
"서울특별시 송파구 문정1동(1171064100)","9,599","9,599","495","664","1,358","1,850","1,338","1,397","1,433","813","230","21","0","10,037","10,037","480","648","1,484","1,747","1,295","1,577","1,631","800","301","72","2"
"서울특별시 송파구 문정2동(1171064200)","13,075","13,075","654","718","1,636","3,346","2,157","1,626","1,423","1,070","386","57","2","15,549","15,549","653","753","2,646","4,077","2,375","1,812","1,647","1,060","423","99","4"
"서울특별시 송파구 장지동(1171064600)","14,809","14,809","1,081","1,267","1,745","2,626","2,283","2,302","1,999","1,128","345","32","1","16,046","16,046","1,079","1,204","1,746","2,693","2,339","2,564","2,439","1,330","521","127","4"
"서울특별시 송파구 위례동(1171064700)","21,775","21,775","2,991","3,243","2,022","2,875","4,569","3,140","1,870","822","229","14","0","23,006","23,006","2,778","3,217","2,044","3,529","4,812","3,078","2,091","988","362","104","3"
"서울특별시 송파구 잠실본동(1171065000)","12,917","12,917","446","687","2,004","3,231","1,945","1,826","1,582","878","292","24","2","14,476","14,476","403","702","2,724","3,197","2,083","2,007","1,829","1,053","408","68","2"
"서울특별시 송파구 잠실2동(1171067000)","16,580","16,580","1,652","2,905","1,572","1,232","3,566","3,038","1,370","896","324","25","0","18,049","18,049","1,492","2,831","1,769","1,854","4,307","2,753","1,512","1,058","410","62","1"
"서울특별시 송파구 잠실3동(1171068000)","15,832","15,832","1,189","2,007","1,606","1,480","2,718","2,736","2,039","1,519","485","51","2","17,778","17,778","1,224","2,160","1,646","1,928","3,312","2,777","2,438","1,679","506","106","2"
"서울특별시 송파구 잠실4동(1171069000)","10,129","10,129","1,075","1,422","922","983","2,020","1,592","1,133","717","238","27","0","10,852","10,852","1,008","1,289","906","1,360","2,300","1,580","1,268","809","282","46","4"
"서울특별시 송파구 잠실6동(1171071000)","7,677","7,677","599","874","757","898","1,283","1,158","1,113","705","246","42","2","8,575","8,575","619","832","857","1,038","1,524","1,335","1,249","756","293","67","5"
"서울특별시 송파구 잠실7동(1171072000)","4,334","4,334","260","357","512","423","565","709","705","524","242","34","3","4,987","4,987","265","496","513","544","687","839","746","588","231","75","3"
"서울특별시 강동구 (1174000000)","242,954","242,954","16,907","22,894","26,964","38,004","40,222","37,252","33,822","19,877","6,446","553","13","255,125","255,125","15,666","20,297","30,084","38,920","40,665","38,124","38,601","22,425","8,504","1,784","55"
"서울특별시 강동구 강일동(1174051500)","16,440","16,440","1,576","1,892","1,738","1,987","2,737","2,480","2,174","1,364","437","53","2","17,850","17,850","1,450","1,772","1,637","2,294","2,858","2,627","2,835","1,573","643","158","3"
"서울특별시 강동구 상일제1동(1174052500)","19,150","19,150","2,104","2,645","1,521","2,231","3,924","2,784","2,305","1,293","317","26","0","19,859","19,859","1,975","2,563","1,567","2,602","4,128","2,706","2,626","1,257","349","81","5"
"서울특별시 강동구 상일제2동(1174052600)","6,264","6,264","606","834","720","848","1,006","976","647","409","189","27","2","7,154","7,154","615","813","890","963","1,125","1,068","783","589","247","59","2"
"서울특별시 강동구 명일제1동(1174053000)","12,071","12,071","974","1,227","1,277","1,729","2,028","1,835","1,606","1,066","306","22","1","12,623","12,623","910","1,021","1,196","1,839","2,058","1,951","1,978","1,172","394","101","3"
"서울특별시 강동구 명일제2동(1174054000)","8,187","8,187","469","1,294","943","832","1,314","1,292","1,100","753","172","18","0","8,623","8,623","418","1,099","997","923","1,637","1,311","1,271","696","203","65","3"
"서울특별시 강동구 고덕제1동(1174055000)","12,117","12,117","1,042","2,408","975","1,042","2,522","1,835","1,319","724","223","27","0","11,540","11,540","822","1,733","862","1,183","2,734","1,628","1,474","751","250","101","2"
"서울특별시 강동구 고덕제2동(1174056000)","12,987","12,987","1,349","1,578","1,166","1,871","2,571","1,851","1,495","836","246","24","0","12,997","12,997","1,271","1,370","1,157","2,071","2,513","1,771","1,572","903","293","74","2"
"서울특별시 강동구 암사제1동(1174057000)","16,229","16,229","727","1,161","1,967","2,516","2,492","2,770","2,588","1,429","531","48","0","16,631","16,631","747","1,103","1,895","2,275","2,315","2,829","2,784","1,792","743","145","3"
"서울특별시 강동구 암사제2동(1174058000)","7,011","7,011","550","479","750","1,306","1,111","1,061","943","568","229","14","0","7,488","7,488","472","448","883","1,355","1,053","1,153","1,098","670","293","62","1"
"서울특별시 강동구 암사제3동(1174059000)","8,281","8,281","706","1,019","814","957","1,446","1,295","1,056","731","235","19","3","8,694","8,694","660","941","825","1,081","1,554","1,329","1,244","729","273","53","5"
"서울특별시 강동구 천호제1동(1174060000)","12,349","12,349","433","721","1,453","2,020","1,822","2,049","2,133","1,255","437","26","0","12,921","12,921","487","683","1,519","1,809","1,660","2,079","2,422","1,540","615","106","1"
"서울특별시 강동구 천호제2동(1174061000)","16,963","16,963","745","848","2,140","3,415","2,507","2,677","2,631","1,418","541","41","0","17,897","17,897","707","848","2,545","3,278","2,454","2,736","2,746","1,718","757","103","5"
"서울특별시 강동구 천호제3동(1174062000)","12,505","12,505","504","537","1,701","2,625","1,749","1,910","1,959","1,097","394","29","0","13,720","13,720","468","518","2,531","2,713","1,699","1,834","2,062","1,224","557","110","4"
"서울특별시 강동구 성내제1동(1174064000)","9,079","9,079","605","772","1,116","1,469","1,421","1,410","1,226","772","260","27","1","9,952","9,952","517","752","1,230","1,549","1,613","1,528","1,472","917","318","55","1"
"서울특별시 강동구 성내제2동(1174065000)","11,683","11,683","428","553","1,602","2,457","1,638","1,746","1,794","1,036","394","35","0","12,376","12,376","377","487","2,243","2,337","1,510","1,677","1,895","1,246","519","83","2"
"서울특별시 강동구 성내제3동(1174066000)","10,529","10,529","433","813","1,454","1,715","1,548","1,754","1,551","896","343","21","1","11,111","11,111","403","578","1,500","1,577","1,589","1,870","1,900","1,153","473","67","1"
"서울특별시 강동구 길동(1174068500)","23,260","23,260","1,102","1,418","2,927","4,238","3,489","3,682","3,577","2,087","681","56","3","24,869","24,869","1,052","1,347","3,663","4,094","3,287","3,817","4,118","2,388","905","191","7"
"서울특별시 강동구 둔촌제1동(1174069000)","15,563","15,563","1,766","1,690","1,300","2,694","3,047","1,954","1,893","1,038","173","8","0","15,946","15,946","1,586","1,359","1,385","2,969","3,067","2,164","2,180","975","195","63","3"
"서울특별시 강동구 둔촌제2동(1174070000)","12,286","12,286","788","1,005","1,400","2,052","1,850","1,891","1,825","1,105","338","32","0","12,874","12,874","729","862","1,559","2,008","1,811","2,046","2,141","1,132","477","107","2"
"부산광역시  (2600000000)","1,582,043","1,582,043","89,821","135,066","177,798","200,562","235,107","261,932","260,516","158,044","58,447","4,694","56","1,670,787","1,670,787","85,400","128,760","170,408","187,721","229,678","272,072","294,712","192,706","93,695","15,256","379"
"부산광역시 중구 (2611000000)","17,926","17,926","348","769","2,252","2,263","2,126","3,170","3,531","2,401","981","83","2","19,073","19,073","305","788","2,640","1,848","1,822","2,901","3,816","3,064","1,613","267","9"
"부산광역시 중구 중앙동(2611051000)","1,432","1,432","17","24","309","386","167","194","172","121","38","4","0","1,653","1,653","14","24","569","398","155","148","164","111","58","12","0"
"부산광역시 중구 동광동(2611052000)","1,179","1,179","20","29","102","117","126","210","276","201","91","7","0","1,130","1,130","26","43","79","73","102","163","263","224","137","18","2"
